???????????2017/02/19 20:12:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ishikari ,,,,Wakkanai,,,,Aomori,,,,Sakata,,,,Toyama,,,,Matsumoto,,,,Kyoto,,,,Yonago,,,,Hamada,,,,Fukuoka,,,
,??,,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??
???,?????(cm),,?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm)
,,,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????
1/12/2006,1,,8,1,8,0,8,2,5,0,8,2,2,0,8,2,2,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/13/2006,0,,8,1,0,1,8,2,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/14/2006,2,,8,1,1,0,8,2,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/15/2006,1,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/16/2006,5,,8,1,5,0,8,2,0,1,8,2,1,0,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/17/2006,8,,8,1,3,0,8,2,20,0,8,2,6,0,8,2,1,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/18/2006,24,,8,1,10,0,8,2,2,0,8,2,8,0,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/19/2006,5,,8,1,2,0,8,2,15,0,8,2,10,0,8,2,1,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/20/2006,4,,8,1,4,0,8,2,11,0,8,2,5,0,8,2,1,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/21/2006,0,,8,1,3,0,8,2,11,0,8,2,5,0,8,2,4,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/22/2006,0,,8,1,10,0,8,2,32,0,8,2,14,0,8,2,15,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
1/23/2006,8,,8,1,2,0,8,2,3,0,8,2,6,0,8,2,12,0,8,2,0,0,8,1,3,0,8,2,2,0,8,2,0,0,8,1,0,0,8,1
1/24/2006,3,,8,1,6,0,8,2,0,1,8,2,3,0,8,2,15,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
1/25/2006,1,,8,1,1,0,8,2,0,1,8,2,5,0,8,2,1,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
1/26/2006,5,,8,1,5,0,8,2,5,0,8,2,2,0,8,2,8,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/27/2006,6,,8,1,1,0,8,2,6,0,8,2,0,1,8,2,4,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/28/2006,10,,8,1,0,1,8,2,3,0,8,2,8,0,8,2,5,0,8,2,1,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/29/2006,6,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/30/2006,3,,8,1,16,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
1/31/2006,3,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/1/2006,0,,8,1,0,1,8,2,2,0,8,2,3,0,8,2,1,0,8,2,3,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/2/2006,12,,8,1,2,0,8,2,6,0,8,2,5,0,8,2,1,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/3/2006,7,,8,1,5,0,8,2,16,0,8,2,7,0,8,2,9,0,8,2,0,0,8,1,0,1,8,2,1,0,8,2,0,0,8,1,0,1,8,1
2/4/2006,17,,8,1,5,0,8,2,14,0,8,2,6,0,8,2,7,0,8,2,0,1,8,1,0,1,8,2,4,0,8,2,3,0,8,1,0,0,8,1
2/5/2006,32,,8,1,12,0,8,2,11,0,8,2,7,0,8,2,9,0,8,2,0,1,8,1,0,1,8,2,3,0,8,2,0,0,8,1,0,1,8,1
2/6/2006,6,,8,1,2,0,8,2,7,0,8,2,5,0,8,2,1,0,8,2,3,0,8,1,0,1,8,2,1,0,8,2,0,0,8,1,0,0,8,1
2/7/2006,0,,8,1,5,0,8,2,1,0,8,2,1,0,8,2,0,1,8,2,8,0,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,0,8,1
2/8/2006,1,,8,1,2,0,8,2,4,0,8,2,2,0,8,2,9,0,8,2,0,0,8,1,0,1,8,2,1,0,8,2,0,0,8,1,0,0,8,1
2/9/2006,3,,8,1,8,0,8,2,17,0,8,2,9,0,8,2,4,0,8,2,1,0,8,1,0,1,8,2,9,0,8,2,0,0,8,1,0,0,8,1
2/10/2006,11,,8,1,4,0,8,2,15,0,8,2,3,0,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
2/11/2006,5,,8,1,28,0,8,2,15,0,8,2,8,0,8,2,1,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/12/2006,6,,8,1,3,0,8,2,5,0,8,2,5,0,8,2,21,0,8,2,1,0,8,1,0,1,8,2,4,0,8,2,2,0,8,1,0,1,8,1
2/13/2006,8,,8,1,2,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/14/2006,1,,8,1,3,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/15/2006,1,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/16/2006,1,,8,1,0,1,8,2,0,1,8,2,1,0,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/17/2006,6,,8,1,15,0,8,2,14,0,8,2,4,0,8,2,8,0,8,2,0,1,8,1,0,1,8,2,2,0,8,2,0,0,8,1,0,1,8,1
2/18/2006,0,,8,1,3,0,8,2,4,0,8,2,5,0,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/19/2006,2,,8,1,1,0,8,2,0,1,8,2,1,0,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/20/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,8,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/21/2006,1,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/22/2006,1,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/23/2006,2,,8,1,8,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/24/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/25/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/26/2006,3,,8,1,8,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,5,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/27/2006,0,,8,1,5,0,8,2,3,0,8,2,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
2/28/2006,0,,8,1,1,0,8,2,6,0,8,2,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/1/2006,6,,8,1,0,1,8,2,5,0,8,2,0,1,8,2,6,0,8,2,1,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/2/2006,12,,8,1,33,0,8,2,2,0,8,2,0,1,8,2,0,1,8,2,1,0,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
3/3/2006,11,,8,1,5,0,8,2,1,0,8,2,0,1,8,2,4,0,8,2,0,0,8,1,0,1,8,2,2,0,8,2,0,0,8,1,0,0,8,1
3/4/2006,4,,8,1,8,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/5/2006,3,,8,1,4,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/6/2006,3,,8,1,17,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/7/2006,3,,8,1,7,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/8/2006,7,,8,1,0,1,8,2,5,0,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/9/2006,10,,4,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/10/2006,0,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/11/2006,1,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/12/2006,3,,8,1,4,0,8,2,5,0,8,2,6,0,8,2,0,1,8,2,0,0,8,1,0,1,8,2,2,0,8,2,0,1,8,1,0,1,8,1
3/13/2006,0,,8,1,9,0,8,2,2,0,8,2,3,0,8,2,13,0,8,2,0,0,8,1,0,1,8,2,13,0,8,2,0,0,8,1,0,0,8,1
3/14/2006,3,,8,1,2,0,8,2,8,0,8,2,2,0,8,2,5,0,8,2,0,0,8,1,0,1,8,2,9,0,8,2,0,0,8,1,0,0,8,1
3/15/2006,4,,8,1,0,1,8,2,0,1,8,2,2,0,8,2,1,0,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/16/2006,1,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,0,8,1
3/17/2006,1,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/18/2006,0,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/19/2006,8,,8,1,2,0,8,2,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/20/2006,5,,8,1,5,0,8,2,2,0,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/21/2006,2,,8,1,6,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/22/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,1,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/23/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,4,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/24/2006,1,,8,1,2,0,8,2,2,0,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/25/2006,0,,8,1,2,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/26/2006,1,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/27/2006,4,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/28/2006,1,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
3/29/2006,13,,8,1,23,0,8,2,5,0,8,2,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
3/30/2006,4,,8,1,10,0,8,2,2,0,8,2,0,1,8,2,6,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,1
3/31/2006,2,,8,1,3,0,8,2,0,1,8,2,0,1,8,2,10,0,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/1/2006,0,,8,1,2,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/2/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/3/2006,11,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/4/2006,14,,8,1,3,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/5/2006,4,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/6/2006,8,,8,1,6,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/7/2006,3,,8,1,2,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/8/2006,3,,8,1,4,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/9/2006,1,,8,1,3,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/10/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/11/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/12/2006,1,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/13/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/14/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/15/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/16/2006,0,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,0,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/17/2006,0,,8,1,13,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/18/2006,0,,8,1,1,0,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/19/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/20/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/21/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/22/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/23/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/24/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/25/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/26/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/27/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/28/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/29/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
4/30/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/1/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/2/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/3/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/4/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/5/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/6/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/7/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/8/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/9/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/10/2006,0,,8,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/11/2006,0,,4,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/12/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/13/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/14/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/15/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/16/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/17/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/18/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/19/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/20/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/21/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/22/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/23/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/24/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/25/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/26/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/27/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/28/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/29/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/30/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
5/31/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/1/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/2/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/3/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/4/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/5/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/6/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/7/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/8/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/9/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/10/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/11/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/12/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/13/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/14/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/15/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
6/16/2006,,,0,1,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,2,0,1,8,2,0,1,8,1,0,1,8,1
